"Statistic Label","Month","NACE Group","UNIT","VALUE"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of hardware, paints and glass (4752)","Base 2015=100","101.4"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of furniture and lighting (4759)","Base 2015=100","97.4"
"Retail Sales Index Value Adjusted","2015 March","Bars (5630)","Base 2015=100","97.3"
"Retail Sales Index Value Adjusted","2015 March","All retail businesses","Base 2015=100","103.4"
"Retail Sales Index Value Adjusted","2015 March","Motor trades and automotive fuel (45,4730)","Base 2015=100","112.3"
"Retail Sales Index Value Adjusted","2015 March","All retail businesses, excluding motor trades and bars","Base 2015=100","97.8"
"Retail Sales Index Value Adjusted","2015 March","All retail businesses, excluding motor trades","Base 2015=100","98.1"
"Retail Sales Index Value Adjusted","2015 March","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","97.5"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of food (4711,4721 to 4729)","Base 2015=100","97.4"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","97.8"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","98.5"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","97.6"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","100.1"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","97.3"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","96.5"
"Retail Sales Index Value Adjusted","2015 March","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","97.5"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","98.1"
"Retail Sales Index Value Adjusted","2015 March","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","98.1"
"Retail Sales Index Value Adjusted","2015 April","Motor trades (45)","Base 2015=100","98.9"
"Retail Sales Index Value Adjusted","2015 April","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","101.6"
"Retail Sales Index Value Adjusted","2015 April","Department stores (4719)","Base 2015=100","102.6"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of automotive fuel (4730)","Base 2015=100","102.9"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of hardware, paints and glass (4752)","Base 2015=100","101.5"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of furniture and lighting (4759)","Base 2015=100","92.5"
"Retail Sales Index Value Adjusted","2015 April","Bars (5630)","Base 2015=100","98.4"
"Retail Sales Index Value Adjusted","2015 April","All retail businesses","Base 2015=100","98.5"
"Retail Sales Index Value Adjusted","2015 April","Motor trades and automotive fuel (45,4730)","Base 2015=100","100.6"
"Retail Sales Index Value Adjusted","2015 April","All retail businesses, excluding motor trades and bars","Base 2015=100","100.3"
"Retail Sales Index Value Adjusted","2015 April","All retail businesses, excluding motor trades","Base 2015=100","100"
"Retail Sales Index Value Adjusted","2015 April","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","100.1"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of food (4711,4721 to 4729)","Base 2015=100","101.3"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","99.8"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","96.3"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","95.9"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","103.5"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","98.1"
"Retail Sales Index Value Adjusted","2015 April","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","95.6"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","97"
"Retail Sales Index Value Adjusted","2015 April","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","98.8"
"Retail Sales Index Value Adjusted","2015 May","Motor trades (45)","Base 2015=100","97.4"
"Retail Sales Index Value Adjusted","2015 May","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","99"
"Retail Sales Index Value Adjusted","2015 May","Department stores (4719)","Base 2015=100","98.3"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of automotive fuel (4730)","Base 2015=100","101.2"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of hardware, paints and glass (4752)","Base 2015=100","91.4"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of furniture and lighting (4759)","Base 2015=100","93.8"
"Retail Sales Index Value Adjusted","2015 May","Bars (5630)","Base 2015=100","100.5"
"Retail Sales Index Value Adjusted","2015 May","All retail businesses","Base 2015=100","97.9"
"Retail Sales Index Value Adjusted","2015 May","Motor trades and automotive fuel (45,4730)","Base 2015=100","98.6"
"Retail Sales Index Value Adjusted","2015 May","All retail businesses, excluding motor trades and bars","Base 2015=100","97.8"
"Retail Sales Index Value Adjusted","2015 May","All retail businesses, excluding motor trades","Base 2015=100","97.6"
"Retail Sales Index Value Adjusted","2015 May","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","97.7"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of food (4711,4721 to 4729)","Base 2015=100","98.7"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","95.7"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","96.8"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","95.9"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","103.4"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","95.6"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","97.9"
"Retail Sales Index Value Adjusted","2015 May","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","97"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","93.2"
"Retail Sales Index Value Adjusted","2015 May","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","95.9"
"Retail Sales Index Value Adjusted","2015 June","Motor trades (45)","Base 2015=100","97.3"
"Retail Sales Index Value Adjusted","2015 June","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","99.1"
"Retail Sales Index Value Adjusted","2015 June","Department stores (4719)","Base 2015=100","100.3"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of automotive fuel (4730)","Base 2015=100","105.2"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of hardware, paints and glass (4752)","Base 2015=100","102.2"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of furniture and lighting (4759)","Base 2015=100","95.5"
"Retail Sales Index Value Adjusted","2015 June","Bars (5630)","Base 2015=100","94.8"
"Retail Sales Index Value Adjusted","2015 June","All retail businesses","Base 2015=100","98.5"
"Retail Sales Index Value Adjusted","2015 June","Motor trades and automotive fuel (45,4730)","Base 2015=100","99.1"
"Retail Sales Index Value Adjusted","2015 June","All retail businesses, excluding motor trades and bars","Base 2015=100","99.1"
"Retail Sales Index Value Adjusted","2015 June","All retail businesses, excluding motor trades","Base 2015=100","98.9"
"Retail Sales Index Value Adjusted","2015 June","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","98.9"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of food (4711,4721 to 4729)","Base 2015=100","99"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.1"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","97.7"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","98.6"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","99.4"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","98.4"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","99.3"
"Retail Sales Index Value Adjusted","2015 June","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","96.7"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","102.1"
"Retail Sales Index Value Adjusted","2015 June","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","98.2"
"Retail Sales Index Value Adjusted","2015 July","Motor trades (45)","Base 2015=100","103.4"
"Retail Sales Index Value Adjusted","2015 July","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","100.2"
"Retail Sales Index Value Adjusted","2015 July","Department stores (4719)","Base 2015=100","99.1"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of automotive fuel (4730)","Base 2015=100","102.6"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of hardware, paints and glass (4752)","Base 2015=100","99.3"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of furniture and lighting (4759)","Base 2015=100","97.9"
"Retail Sales Index Value Adjusted","2015 July","Bars (5630)","Base 2015=100","101.1"
"Retail Sales Index Value Adjusted","2015 July","All retail businesses","Base 2015=100","100.8"
"Retail Sales Index Value Adjusted","2015 July","Motor trades and automotive fuel (45,4730)","Base 2015=100","103.7"
"Retail Sales Index Value Adjusted","2015 July","All retail businesses, excluding motor trades and bars","Base 2015=100","99.9"
"Retail Sales Index Value Adjusted","2015 July","All retail businesses, excluding motor trades","Base 2015=100","100.1"
"Retail Sales Index Value Adjusted","2015 July","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","99.7"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of food (4711,4721 to 4729)","Base 2015=100","99.8"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","99.4"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","98.4"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","98.1"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","100.7"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","99.5"
"Retail Sales Index Value Adjusted","2015 July","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","99.8"
"Retail Sales Index Value Adjusted","2015 July","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","97"
